text_chunk
"Brand: Symbol Premium, Product: Men's Wrinkle-Resistant Regular Fit Cotton Formal Shirt, Rating: 4.0 out of 5 stars (499 reviews), Selling Price: ₹1,699 (MRP: ₹2,599, Offer: (35% off))"
"Brand: Symbol Premium, Product: Men's Cotton Non-Iron Formal Shirt (Regular Fit | Solid), Rating: 3.7 out of 5 stars (70 reviews), Selling Price: ₹1,899 (MRP: ₹3,999, Offer: (53% off))"
"Brand: Amazon Brand - Symbol, Product: Men's Solid Cotton Rich Formal Shirt | Plain | Full Sleeve-Regular Fit (Available in Plus Size), Rating: 3.8 out of 5 stars (10,355 reviews), Selling Price: ₹549 (MRP: ₹1,699, Offer: (68% off))"
"Brand: Amazon Brand - Symbol, Product: Men's Solid Cotton Formal Shirt | Plain | Full Sleeve-Regular Fit (Available in Plus Size), Rating: 3.9 out of 5 stars (8,650 reviews), Selling Price: ₹599 (MRP: ₹1,799, Offer: (67% off))"
"Brand: Generic, Product: Stylish Men’s Luster Cotton Blend Shirt - Comfortable & Durable for Every Occasion, Rating: 3.4 out of 5 stars (8 reviews), Selling Price: ₹499 (MRP: ₹999, Offer: (50% off))"
"Brand: Peter England, Product: Men's Everday Regular Fit Solid Shirt | Cotton Rich | 5-Pin Pocketing, Rating: 3.9 out of 5 stars (1,003 reviews), Selling Price: ₹789 (MRP: ₹1,399, Offer: (44% off))"
"Brand: Pinkmint, Product: Mens Long Sleeve Button Down Shirt for Men Collared Casual Formal Soild Shirt, Rating: 3.7 out of 5 stars (733 reviews), Selling Price: ₹379 (MRP: ₹1,999, Offer: (81% off))"
"Brand: Peter England, Product: Premium Wonder Fabric Slim Fit Full Sleeve Striped Formal Shirt, Rating: 4.1 out of 5 stars (47 reviews), Selling Price: ₹1,009 (MRP: ₹1,799, Offer: (44% off))"
"Brand: Generic, Product: Solid Full Sleeves Shirt, Wrinkle Free Mens Shirts, Cotton Formal Shirts, Regular Fit Stylish Mens Shirt, Plain Formal Shirts for Men, Rating: 3.2 out of 5 stars (4 reviews), Selling Price: ₹499 (MRP: ₹999, Offer: (50% off))"
"Brand: Arrow, Product: Men's Regular Fit Shirt, Rating: 4.0 out of 5 stars (335 reviews), Selling Price: ₹1,039 (MRP: ₹1,999, Offer: (48% off))"
"Brand: Peter England, Product: Men's Slim Fit Full Sleeve Striped Formal Shirt | Cotton Rich | Wonder Fabric | Pin Point Oxford, Rating: 4.3 out of 5 stars (28 reviews), Selling Price: ₹789 (MRP: ₹1,399, Offer: (44% off))"
"Brand: CB-COLEBROOK, Product: Men's Regular Fit Solid Soft Touch Cotton Casual Shirt with Pocket Design with Spread Collar & Full Sleeves, Rating: 3.8 out of 5 stars (1,900 reviews), Selling Price: ₹447 (MRP: ₹1,849, Offer: (76% off))"
"Brand: Van Heusen, Product: Men's Slim Fit Solid Formal Shirt, Rating: 4.0 out of 5 stars (3,039 reviews), Selling Price: ₹999 (MRP: ₹1,999, Offer: (50% off))"
"Brand: Pinkmint, Product: Mens Long Sleeve Button Down Shirt for Men Collared Casual Formal Soild Shirt, Rating: 3.5 out of 5 stars (270 reviews), Selling Price: ₹599 (MRP: ₹1,999, Offer: (70% off))"
"Brand: Van Heusen, Product: Men's Slim Fit 100% Cotton Micro Checkered Formal Shirt, Rating: 3.9 out of 5 stars (662 reviews), Selling Price: ₹999 (MRP: ₹1,999, Offer: (50% off))"
"Brand: U-TURN, Product: Casual Shirt for Men || Shirt for Men Latest Stylish || Men Stylish Shirt || Men Solid Plain Shirt, Rating: 3.5 out of 5 stars (2,032 reviews), Selling Price: ₹428 (MRP: ₹1,499, Offer: (71% off))"
"Brand: Van Heusen, Product: Men's Slim Fit Windowpane Checks Twill Formal Shirt, Rating: 4.0 out of 5 stars (754 reviews), Selling Price: ₹999 (MRP: ₹1,999, Offer: (50% off))"
